Title,Image_full,Image_thumb,Type,Job,Element,Cost,Serial Type,Power,Category,Set,Code
Fang,https://fftcg.cdn.sewest.net/images/cards/full/19-131S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/19-131S_eg.jpg, Forward, Commando/L'Cie,fire, 4, S, 8000, DFF · XIII, From Nightmares, 19-131S
Snow,https://fftcg.cdn.sewest.net/images/cards/full/19-132S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/19-132S_eg.jpg, Forward, L'Cie,ice, 4, S, 8000, XIII, From Nightmares, 19-132S
Serah,https://fftcg.cdn.sewest.net/images/cards/full/19-133S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/19-133S_eg.jpg, Forward, Ravager,exburst, 2, S, 5000, XIII, From Nightmares, 19-133S
Mog (XIII-2),https://fftcg.cdn.sewest.net/images/cards/full/19-134S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/19-134S_eg.jpg, Forward, Moogle,num, 1, S, 2000, XIII, From Nightmares, 19-134S
Cid Raines,https://fftcg.cdn.sewest.net/images/cards/full/19-135S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/19-135S_eg.jpg, Forward, L'Cie,lightning, 6, S, 9000, XIII, From Nightmares, 19-135S
Noel,https://fftcg.cdn.sewest.net/images/cards/full/19-136S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/19-136S_eg.jpg, Forward, Commando,lightning, 2, S, 5000, DFF · XIII, From Nightmares, 19-136S
Hope,https://fftcg.cdn.sewest.net/images/cards/full/19-137S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/19-137S_eg.jpg, Forward, Ravager/L'Cie,lightning, 4, S, 8000, DFF · XIII, From Nightmares, 19-137S
Lightning,https://fftcg.cdn.sewest.net/images/cards/full/19-138S_FL_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/19-138S_FL_eg.jpg, Forward, Ravager/L'Cie,light, 2, S, 7000, XIII, From Nightmares, 19-138S
Auron,https://fftcg.cdn.sewest.net/images/cards/full/1-001H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-001H_eg.jpg, Forward, Guardian,fire, 6, H, 9000, X, Opus I, 1-001H
Auron,https://fftcg.cdn.sewest.net/images/cards/full/1-002R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-002R_eg.jpg, Forward, Guardian,fire, 5, R, 9000, X, Opus I, 1-002R
Red Mage,https://fftcg.cdn.sewest.net/images/cards/full/1-003C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-003C_eg.jpg, Backup, Standard Unit,fire, 2, C, , III, Opus I, 1-003C
Ifrit,https://fftcg.cdn.sewest.net/images/cards/full/1-004C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-004C_eg.jpg, Summon, ,exburst, 1, C, , FFT, Opus I, 1-004C
Warrior of Light,https://fftcg.cdn.sewest.net/images/cards/full/1-005R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-005R_eg.jpg, Forward, Warrior,fire, 2, R, 5000, DFF · I, Opus I, 1-005R
Garland,https://fftcg.cdn.sewest.net/images/cards/full/1-006H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-006H_eg.jpg, Forward, Knight,fire, 5, H, 8000, DFF · I, Opus I, 1-006H
Gadot,https://fftcg.cdn.sewest.net/images/cards/full/1-007R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-007R_eg.jpg, Forward, NORA,fire, 2, R, 4000, XIII, Opus I, 1-007R
Ranger,https://fftcg.cdn.sewest.net/images/cards/full/1-008C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-008C_eg.jpg, Backup, Standard Unit,fire, 2, C, , III, Opus I, 1-008C
Cloud,https://fftcg.cdn.sewest.net/images/cards/full/1-009C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-009C_eg.jpg, Forward, SOLDIER,fire, 2, C, 5000, VII, Opus I, 1-009C
Black Mage,https://fftcg.cdn.sewest.net/images/cards/full/1-010C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-010C_eg.jpg, Backup, Standard Unit,fire, 2, C, , III, Opus I, 1-010C
Evoker,https://fftcg.cdn.sewest.net/images/cards/full/1-011C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-011C_eg.jpg, Backup, Standard Unit,fire, 1, C, , III, Opus I, 1-011C
Zack,https://fftcg.cdn.sewest.net/images/cards/full/1-012R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-012R_eg.jpg, Forward, SOLDIER,fire, 3, R, 6000, VII, Opus I, 1-012R
Sazh,https://fftcg.cdn.sewest.net/images/cards/full/1-013H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-013H_eg.jpg, Backup, Ravager,down, 3, H, , XIII, Opus I, 1-013H
Samurai,https://fftcg.cdn.sewest.net/images/cards/full/1-014C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-014C_eg.jpg, Forward, Standard Unit,fire, 3, C, 6000, FFT, Opus I, 1-014C
Jecht,https://fftcg.cdn.sewest.net/images/cards/full/1-015L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-015L_eg.jpg, Forward, Guardian,ability, 5, L, 8000, DFF · X, Opus I, 1-015L
Tifa,https://fftcg.cdn.sewest.net/images/cards/full/1-016C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-016C_eg.jpg, Forward, Martial Artist,down, 2, C, 4000, VII, Opus I, 1-016C
Dajh,https://fftcg.cdn.sewest.net/images/cards/full/1-017R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-017R_eg.jpg, Backup, L'Cie,fire, 2, R, , XIII, Opus I, 1-017R
Bahamut,https://fftcg.cdn.sewest.net/images/cards/full/1-018L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-018L_eg.jpg, Summon, ,fire, 9, L, , XIII, Opus I, 1-018L
Chocobo Chick,https://fftcg.cdn.sewest.net/images/cards/full/1-019C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-019C_eg.jpg, Backup, Chocobo Chick,fire, 2, C, , XIII, Opus I, 1-019C
Fang,https://fftcg.cdn.sewest.net/images/cards/full/1-020R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-020R_eg.jpg, Forward, Commando,fire, 4, R, 7000, XIII, Opus I, 1-020R
Firion,https://fftcg.cdn.sewest.net/images/cards/full/1-021H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-021H_eg.jpg, Forward, Rebel,fire, 4, H, 8000, II, Opus I, 1-021H
Firion,https://fftcg.cdn.sewest.net/images/cards/full/1-022R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-022R_eg.jpg, Forward, Warrior,num, 4, R, 7000, DFF · II, Opus I, 1-022R
Brynhildr,https://fftcg.cdn.sewest.net/images/cards/full/1-023R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-023R_eg.jpg, Summon, ,exburst, 3, R, , XIII, Opus I, 1-023R
Magus,https://fftcg.cdn.sewest.net/images/cards/full/1-024C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-024C_eg.jpg, Backup, Standard Unit,fire, 3, C, , III, Opus I, 1-024C
Squire,https://fftcg.cdn.sewest.net/images/cards/full/1-025C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-025C_eg.jpg, Forward, Standard Unit,fire, 2, C, 5000, FFT, Opus I, 1-025C
Squire,https://fftcg.cdn.sewest.net/images/cards/full/1-026C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-026C_eg.jpg, Forward, Standard Unit,fire, 1, C, 3000, FFT, Opus I, 1-026C
Lann,https://fftcg.cdn.sewest.net/images/cards/full/1-027H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-027H_eg.jpg, Forward, Mirage Keeper,fire, 3, H, 7000, WOFF, Opus I, 1-027H
Reynn,https://fftcg.cdn.sewest.net/images/cards/full/1-028R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-028R_eg.jpg, Backup, Mirage Keeper,exburst, 4, R, , WOFF, Opus I, 1-028R
Red XIII,https://fftcg.cdn.sewest.net/images/cards/full/1-029C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-029C_eg.jpg, Forward, Warrior,fire, 2, C, 5000, VII, Opus I, 1-029C
Lebreau,https://fftcg.cdn.sewest.net/images/cards/full/1-030R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-030R_eg.jpg, Backup, NORA,fire, 3, R, , XIII, Opus I, 1-030R
Chemist,https://fftcg.cdn.sewest.net/images/cards/full/1-031C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-031C_eg.jpg, Backup, Standard Unit,ice, 3, C, , FFT, Opus I, 1-031C
Chemist,https://fftcg.cdn.sewest.net/images/cards/full/1-032C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-032C_eg.jpg, Backup, Standard Unit,ice, 2, C, , FFT, Opus I, 1-032C
Argath,https://fftcg.cdn.sewest.net/images/cards/full/1-033C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-033C_eg.jpg, Forward, Squire,ice, 2, C, 3000, FFT, Opus I, 1-033C
Orran,https://fftcg.cdn.sewest.net/images/cards/full/1-034R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-034R_eg.jpg, Backup, Astrologer,ability, 3, R, , FFT, Opus I, 1-034R
Bard,https://fftcg.cdn.sewest.net/images/cards/full/1-035C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-035C_eg.jpg, Forward, Standard Unit,ice, 2, C, 4000, III, Opus I, 1-035C
Bard,https://fftcg.cdn.sewest.net/images/cards/full/1-036C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-036C_eg.jpg, Backup, Standard Unit,ice, 2, C, , III, Opus I, 1-036C
Kuja,https://fftcg.cdn.sewest.net/images/cards/full/1-037H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-037H_eg.jpg, Forward, Genome,ice, 5, H, 9000, DFF · IX, Opus I, 1-037H
Shiva,https://fftcg.cdn.sewest.net/images/cards/full/1-038R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-038R_eg.jpg, Summon, ,exburst, 3, R, , XIII, Opus I, 1-038R
Shiva,https://fftcg.cdn.sewest.net/images/cards/full/1-039C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-039C_eg.jpg, Summon, ,exburst, 1, C, , FFT, Opus I, 1-039C
Summoner,https://fftcg.cdn.sewest.net/images/cards/full/1-040C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-040C_eg.jpg, Backup, Standard Unit,ice, 1, C,  , FFT, Opus I, 1-040C
Squall,https://fftcg.cdn.sewest.net/images/cards/full/1-041L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-041L_eg.jpg, Forward, SeeD,ability, 3, L, 6000, VIII, Opus I, 1-041L
Squall,https://fftcg.cdn.sewest.net/images/cards/full/1-042R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-042R_eg.jpg, Forward, SeeD,ice, 4, R, 6000, DFF · VIII, Opus I, 1-042R
Snow,https://fftcg.cdn.sewest.net/images/cards/full/1-043H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-043H_eg.jpg, Forward, Commando,ice, 1, H, 3000, XIII, Opus I, 1-043H
Sephiroth,https://fftcg.cdn.sewest.net/images/cards/full/1-044R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-044R_eg.jpg, Forward, SOLDIER,ice, 5, R, 7000, VII, Opus I, 1-044R
Serah,https://fftcg.cdn.sewest.net/images/cards/full/1-045R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-045R_eg.jpg, Backup, L'Cie,ice, 2, R, , XIII, Opus I, 1-045R
Terra,https://fftcg.cdn.sewest.net/images/cards/full/1-046H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-046H_eg.jpg, Forward, Magitek Knight,ability, 3, H, 6000, DFF · VI, Opus I, 1-046H
Terra,https://fftcg.cdn.sewest.net/images/cards/full/1-047R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-047R_eg.jpg, Forward, Magitek Knight,ice, 4, R, 7000, DFF · VI, Opus I, 1-047R
Devout,https://fftcg.cdn.sewest.net/images/cards/full/1-048C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-048C_eg.jpg, Backup, Standard Unit,down, 4, C, , III, Opus I, 1-048C
Time Mage,https://fftcg.cdn.sewest.net/images/cards/full/1-049C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-049C_eg.jpg, Backup, Standard Unit,ice, 2, C, , FFT, Opus I, 1-049C
Knight,https://fftcg.cdn.sewest.net/images/cards/full/1-050C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-050C_eg.jpg, Forward, Standard Unit,ice, 3, C, 7000, FFT, Opus I, 1-050C
Nooj,https://fftcg.cdn.sewest.net/images/cards/full/1-051R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-051R_eg.jpg, Forward, Mevyn,ice, 3, R, 7000, X, Opus I, 1-051R
Hades,https://fftcg.cdn.sewest.net/images/cards/full/1-052R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-052R_eg.jpg, Summon, ,ice, 5, R, , VII, Opus I, 1-052R
Summoner,https://fftcg.cdn.sewest.net/images/cards/full/1-053C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-053C_eg.jpg, Backup, Standard Unit,ice, 3, C, , III, Opus I, 1-053C
Dark Knight,https://fftcg.cdn.sewest.net/images/cards/full/1-054C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-054C_eg.jpg, Forward, Standard Unit,ice, 4, C, 7000, III, Opus I, 1-054C
Dark Knight,https://fftcg.cdn.sewest.net/images/cards/full/1-055C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-055C_eg.jpg, Forward, Standard Unit,ice, 3, C, 8000, III, Opus I, 1-055C
Josef,https://fftcg.cdn.sewest.net/images/cards/full/1-056H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-056H_eg.jpg, Forward, Rebel,down, 4, H, 8000, II, Opus I, 1-056H
Duke Larg,https://fftcg.cdn.sewest.net/images/cards/full/1-057R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-057R_eg.jpg, Backup, Duke,ice, 3, R, , FFT, Opus I, 1-057R
Laguna,https://fftcg.cdn.sewest.net/images/cards/full/1-058L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-058L_eg.jpg, Forward, Marksman,ability, 5, L, 9000, VIII, Opus I, 1-058L
Laguna,https://fftcg.cdn.sewest.net/images/cards/full/1-059R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-059R_eg.jpg, Forward, Marksman,exburst, 4, R, 7000, DFF · VIII, Opus I, 1-059R
Leon,https://fftcg.cdn.sewest.net/images/cards/full/1-060H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-060H_eg.jpg, Forward, Rebel,ice, 3, H, 9000, II, Opus I, 1-060H
Alexander,https://fftcg.cdn.sewest.net/images/cards/full/1-061R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-061R_eg.jpg, Summon, ,exburst, 4, R, , XIII, Opus I, 1-061R
Valefor,https://fftcg.cdn.sewest.net/images/cards/full/1-062L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-062L_eg.jpg, Summon, ,wind, 5, L, , X, Opus I, 1-062L
Vaan,https://fftcg.cdn.sewest.net/images/cards/full/1-063H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-063H_eg.jpg, Forward, Sky Pirate,wind, 5, H, 7000, DFF · XII, Opus I, 1-063H
Aerith,https://fftcg.cdn.sewest.net/images/cards/full/1-064R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-064R_eg.jpg, Backup, Ancient,ability, 3, R, , VII, Opus I, 1-064R
Aerith,https://fftcg.cdn.sewest.net/images/cards/full/1-065C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-065C_eg.jpg, Backup, Ancient,wind, 2, C, , VII, Opus I, 1-065C
Dancer,https://fftcg.cdn.sewest.net/images/cards/full/1-066C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-066C_eg.jpg, Backup, Standard Unit,down, 3, C, , FFT, Opus I, 1-066C
Onion Knight,https://fftcg.cdn.sewest.net/images/cards/full/1-067R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-067R_eg.jpg, Forward, Ninja,wind, 4, R, 8000, DFF · III, Opus I, 1-067R
Evoker,https://fftcg.cdn.sewest.net/images/cards/full/1-068C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-068C_eg.jpg, Backup, Standard Unit,wind, 1, C, , III, Opus I, 1-068C
Thief,https://fftcg.cdn.sewest.net/images/cards/full/1-069C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-069C_eg.jpg, Forward, Standard Unit,wind, 2, C, 5000, III, Opus I, 1-069C
Thief,https://fftcg.cdn.sewest.net/images/cards/full/1-070C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-070C_eg.jpg, Backup, Standard Unit,wind, 2, C, , III, Opus I, 1-070C
Zidane,https://fftcg.cdn.sewest.net/images/cards/full/1-071L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-071L_eg.jpg, Forward, Genome,wind, 2, L, 3000, DFF · IX, Opus I, 1-071L
Cid Highwind,https://fftcg.cdn.sewest.net/images/cards/full/1-072R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-072R_eg.jpg, Forward, Pilot,ability, 4, R, 8000, VII, Opus I, 1-072R
Cid Highwind,https://fftcg.cdn.sewest.net/images/cards/full/1-073C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-073C_eg.jpg, Forward, Pilot,wind, 2, C, 5000, VII, Opus I, 1-073C
Sylph,https://fftcg.cdn.sewest.net/images/cards/full/1-074R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-074R_eg.jpg, Summon, ,exburst, 1, R, , FFT, Opus I, 1-074R
Chocobo,https://fftcg.cdn.sewest.net/images/cards/full/1-075C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-075C_eg.jpg, Forward, Standard Unit,wind, 3, C, 4000, VII, Opus I, 1-075C
Chocobo,https://fftcg.cdn.sewest.net/images/cards/full/1-076C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-076C_eg.jpg, Forward, Standard Unit,wind, 1, C, 3000, VII, Opus I, 1-076C
Devout,https://fftcg.cdn.sewest.net/images/cards/full/1-077C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-077C_eg.jpg, Backup, Standard Unit,wind, 5, C, , III, Opus I, 1-077C
Ninja,https://fftcg.cdn.sewest.net/images/cards/full/1-078C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-078C_eg.jpg, Forward, Standard Unit,wind, 3, C, 6000, III, Opus I, 1-078C
Nora,https://fftcg.cdn.sewest.net/images/cards/full/1-079R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-079R_eg.jpg, Backup, Mother,exburst, 3, R, , XIII, Opus I, 1-079R
Bartz,https://fftcg.cdn.sewest.net/images/cards/full/1-080H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-080H_eg.jpg, Forward, Wanderer,exburst, 5, H, 9000, DFF · V, Opus I, 1-080H
Bartz,https://fftcg.cdn.sewest.net/images/cards/full/1-081R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-081R_eg.jpg, Forward, Wanderer,wind, 4, R, 8000, DFF · V, Opus I, 1-081R
Hope,https://fftcg.cdn.sewest.net/images/cards/full/1-082R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-082R_eg.jpg, Forward, Ravager,wind, 3, R, 7000, XIII, Opus I, 1-082R
Maria,https://fftcg.cdn.sewest.net/images/cards/full/1-083H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-083H_eg.jpg, Backup, Rebel,wind, 4, H, , II, Opus I, 1-083H
Y'shtola,https://fftcg.cdn.sewest.net/images/cards/full/1-084H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-084H_eg.jpg, Forward, Scion of the Seventh Dawn,wind, 2, H, 3000, DFF · XIV, Opus I, 1-084H
Yuffie,https://fftcg.cdn.sewest.net/images/cards/full/1-085R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-085R_eg.jpg, Forward, Ninja,ability, 3, R, 6000, VII, Opus I, 1-085R
Yuffie,https://fftcg.cdn.sewest.net/images/cards/full/1-086C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-086C_eg.jpg, Forward, Ninja,wind, 1, C, 3000, VII, Opus I, 1-086C
Archer,https://fftcg.cdn.sewest.net/images/cards/full/1-087C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-087C_eg.jpg, Forward, Standard Unit,wind, 1, C, 3000, FFT, Opus I, 1-087C
Archer,https://fftcg.cdn.sewest.net/images/cards/full/1-088C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-088C_eg.jpg, Backup, Standard Unit,wind, 2, C, , FFT, Opus I, 1-088C
Rikku,https://fftcg.cdn.sewest.net/images/cards/full/1-089H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-089H_eg.jpg, Backup, Al Bhed,wind, 2, H, , X, Opus I, 1-089H
Rikku,https://fftcg.cdn.sewest.net/images/cards/full/1-090R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-090R_eg.jpg, Forward, Al Bhed,wind, 4, R, 7000, X, Opus I, 1-090R
Amodar,https://fftcg.cdn.sewest.net/images/cards/full/1-091R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-091R_eg.jpg, Backup, Lieutenant,exburst, 4, R, , XIII, Opus I, 1-091R
Dark Knight,https://fftcg.cdn.sewest.net/images/cards/full/1-092C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-092C_eg.jpg, Forward, Standard Unit,earth, 2, C, 3000, FFT, Opus I, 1-092C
Vanille,https://fftcg.cdn.sewest.net/images/cards/full/1-093H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-093H_eg.jpg, Forward, Saboteur,earth, 4, H, 7000, XIII, Opus I, 1-093H
Vincent,https://fftcg.cdn.sewest.net/images/cards/full/1-094R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-094R_eg.jpg, Forward, Gunslinger,ability, 5, R, 9000, VII, Opus I, 1-094R
Enna Kros,https://fftcg.cdn.sewest.net/images/cards/full/1-095R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-095R_eg.jpg, Backup, Creator of Worlds,earth, 3, R, , WOFF, Opus I, 1-095R
Mystic,https://fftcg.cdn.sewest.net/images/cards/full/1-096C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-096C_eg.jpg, Forward, Standard Unit,earth, 2, C, 3000, FFT, Opus I, 1-096C
Guy,https://fftcg.cdn.sewest.net/images/cards/full/1-097H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-097H_eg.jpg, Forward, Rebel,earth, 4, H, 8000, II, Opus I, 1-097H
Gabranth,https://fftcg.cdn.sewest.net/images/cards/full/1-098R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-098R_eg.jpg, Forward, Judge,earth, 6, R, 8000, DFF · XII, Opus I, 1-098R
Black Belt,https://fftcg.cdn.sewest.net/images/cards/full/1-099C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-099C_eg.jpg, Forward, Standard Unit,earth, 4, C, 8000, III, Opus I, 1-099C
Black Belt,https://fftcg.cdn.sewest.net/images/cards/full/1-100C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-100C_eg.jpg, Backup, Standard Unit,earth, 2, C, , III, Opus I, 1-100C
Gippal,https://fftcg.cdn.sewest.net/images/cards/full/1-101R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-101R_eg.jpg, Forward, Faction Leader,exburst, 4, R, 8000, X, Opus I, 1-101R
Kimahri,https://fftcg.cdn.sewest.net/images/cards/full/1-102H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-102H_eg.jpg, Forward, Guardian,ability, 4, H, 8000, X, Opus I, 1-102H
Kimahri,https://fftcg.cdn.sewest.net/images/cards/full/1-103C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-103C_eg.jpg, Backup, Guardian,earth, 2, C, , X, Opus I, 1-103C
Kefka,https://fftcg.cdn.sewest.net/images/cards/full/1-104H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-104H_eg.jpg, Backup, Mage,down, 4, H, , DFF · VI, Opus I, 1-104H
Evoker,https://fftcg.cdn.sewest.net/images/cards/full/1-105C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-105C_eg.jpg, Backup, Standard Unit,earth, 1, C, , III, Opus I, 1-105C
Golem,https://fftcg.cdn.sewest.net/images/cards/full/1-106C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-106C_eg.jpg, Summon, ,exburst, 1, C, , FFT, Opus I, 1-106C
Shantotto,https://fftcg.cdn.sewest.net/images/cards/full/1-107L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-107L_eg.jpg, Backup, Mage,earth, 7, L, , DFF · XI, Opus I, 1-107L
Cecil,https://fftcg.cdn.sewest.net/images/cards/full/1-108H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-108H_eg.jpg, Forward, Dark Knight,earth, 3, H, 7000, DFF · IV, Opus I, 1-108H
Serafie,https://fftcg.cdn.sewest.net/images/cards/full/1-109R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-109R_eg.jpg, Forward, Companion,exburst, 2, R, 6000, WOFF, Opus I, 1-109R
Titan,https://fftcg.cdn.sewest.net/images/cards/full/1-110C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-110C_eg.jpg, Summon, ,earth, 2, C, , FFT, Opus I, 1-110C
Tama,https://fftcg.cdn.sewest.net/images/cards/full/1-111C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-111C_eg.jpg, Backup, Companion,num, 2, C, , WOFF, Opus I, 1-111C
Delita,https://fftcg.cdn.sewest.net/images/cards/full/1-112R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-112R_eg.jpg, Forward, Knight,ability, 3, R, 9000, FFT, Opus I, 1-112R
Delita,https://fftcg.cdn.sewest.net/images/cards/full/1-113C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/1-113C_eg.jpg, Forward, Warrior,earth, 2, C, 5000, FFT, Opus I, 1-113C
